Name,Type,km/s,MB,Diam kpc,SGX,SGY,SGZ,Log Lum
N 4866,-2,1912,4.85,22.9,-3.6,15.6,1.4,9.82
1257-12,10,1428,-2.06,13.7,-16.2,20.3,-0.9,0
N 4880,-2,1499,4.57,16,-4,15.1,1.3,9.66
1258-15,10,1220,-2.87,12,-15.3,17,-1.1,0
N 4900,5,870,2.06,12.6,-7.2,15.7,0.6,9.83
N 4899,5,2497,-2.35,25.8,-24.8,29.2,-1.6,10.52
N 4891,3,2389,-2.21,29.2,-23.7,28.5,-1.4,0
N 4902,3,2563,-2.48,29.8,-25.6,29.6,-1.7,10.65
1258+64,0,2125,14.71,6.6,18.7,24.8,8.2,0
1258-04,10,2855,0.27,13.8,-22.5,36.7,0.2,0
1259-50,5,1131,-10.86,25.3,-17.6,4.4,-3.5,0
1259-16,10,569,-2.94,2.9,-4.9,5.1,-0.4,0
U 8146,6,805,14.26,10.4,7.1,11.8,3.5,9.22
U 8153,6,2779,3.03,23.5,-16.6,38.9,2.2,9.88
1300-17,10,578,-2.72,9.5,-4.9,5.1,-0.3,8.8
N 4930,5,2364,-8.63,57.2,-31.9,13.4,-5.3,0
N 4941,2,593,0.7,7.1,-3.4,5.4,0.1,9.12
N 4939,4,2973,-0.57,59.5,-26.7,35.4,-0.4,11.16
N 4942,6,1617,0.15,12.5,-16.1,23.5,0.1,0
1301-03,9,1249,1.31,24.8,-12.7,21.5,0.6,0
1302-075,7,1417,0.19,10.7,-15,21.5,0.1,9.5
1302-073,9,988,0.28,8,-12,17.2,0.1,0
N 4945,6,325,-10.2,23.5,-5,1.3,-0.9,10.45
N 4951,6,1048,0.66,6.5,-12.2,18.5,0.3,10.24
N 4947,3,2194,-6.94,24.3,-29,15.9,-4,10.48
N 4958,-2,984,0.42,14,-12,17.2,0.2,10.31
N 4961,6,2543,9.55,18.4,-0.1,38.9,6.5,9.89
U 8188,9,380,11.59,8,0.7,4.3,0.9,8.44
1303-17,10,1296,-2.05,13.1,-16.4,17,-0.8,0
1304-28,7,2019,-4.91,21.3,-25.8,18.2,-2.7,0
N 4965,9,2068,-4.74,23.5,-26.1,18.7,-2.7,0
U 8201,10,201,15.55,2.7,1.7,2,0.7,8.02
1305-22,9,2434,-3.18,27.1,-28.1,24.1,-2.1,0
N 4976,-5,1132,-9.7,26.1,-17.7,4.6,-3.1,10.61
U 8215,10,314,13.56,1.3,1.2,3.6,0.9,0
N 4981,4,1549,1.47,21.9,-15.5,23,0.7,10.36
N 4984,1,1101,-0.91,13.7,-14.3,15.7,-0.3,10.21
1306-24,10,2687,-3.24,18.7,-31.1,25.3,-2.3,0
N 4995,3,1577,1.39,18,-16.1,22.9,0.7,10.4
1307-10,5,1073,0.73,19.6,-13.2,17.2,0.3,0
1307-46,1,2843,-8.75,40.4,-38.4,12.2,-6.2,0
1307-23,10,2783,-3.07,21.7,-32,26.1,-2.2,0
U 8246,6,855,11.77,12.1,1.8,17,3.5,9.27
1308-23,5,2672,-2.81,32.7,-30.8,25.4,-2,0
N 5005,4,1070,12.46,30.5,3.2,20.6,4.6,10.7
U 8261,10,903,12.22,5.3,2.3,17.5,3.8,0
U 8263,5,2949,4.85,11.7,-18.2,40.3,3.8,9.77
N 5012,5,2620,9.74,30.7,-3.6,39.7,6.8,10.28
N 5014,1,1157,12.46,9.3,3.1,22,4.9,9.71
1309-11,6,1963,0.76,15,-20.3,24.8,0.4,0
1309-06,8,1359,2.17,23.9,-14.4,21.1,1,0
N 5016,5,2614,10.13,21.2,-2.8,39.6,7.1,9.96
U 8280,5,865,12.47,9.7,2.2,16.9,3.8,9.35
1309+26,12,898,10.73,5.3,-0.6,17.9,3.4,9.03
U 8285,9,825,6.13,7.7,-6.2,16.3,1.9,9
N 5011,-5,2838,-7.46,31.1,-37.9,14.4,-5.3,10.63
N 5023,5,484,13.88,8.2,1.6,5.6,1.4,9.11
U 8290,9,2599,9.96,17.6,-3.7,39.3,6.9,9.64
1310-32,8,2178,-4.73,22.4,-28.5,17,-2.7,0
N 5017,-5,2384,-0.33,15,-25.5,26.5,-0.2,10.12
N 5018,-5,2729,-1.1,52.5,-29.7,28.2,-0.8,10.78
1310-15,8,2348,0.17,28.7,-24.7,26.8,0.1,0
U 8303,10,1002,12.8,16,2.7,19.6,4.5,9.4
N 5033,5,931,12.91,47.5,2.6,18.1,4.2,10.6
U 8308,10,259,14.4,1.2,1,2.9,0.8,0
U 8313,5,699,13.89,4,2.2,8.7,2.2,8.52
1312-22,10,1330,-1.68,12.4,-18,15.1,-0.7,0
U 8320,10,291,14.52,3.6,1.1,3.3,0.9,8.37
N 5037,1,1730,0.17,12.7,-20.1,21,0.1,10.28
U 8323,10,888,12.87,6.3,2,17.3,3.9,8.9
N 5044,-5,2548,0.33,27.3,-26.8,28.1,0.2,10.6
N 5042,5,1210,-1.8,26,-16.9,13.7,-0.7,0
N 5049,-2,2588,0.46,16.1,-27.1,28.4,0.3,9.99
U 8331,10,358,14.91,3.1,1.5,4.2,1.2,7.91
U 8333,10,950,11.26,6.1,-0.9,18.6,3.8,0
N 5055,4,575,14.21,24.6,1.7,6.7,1.8,10.25
N 5054,3,1587,0.65,34.3,-19,19.7,0.3,10.66
U 8355,-2,2834,16.13,20.6,19.8,34.6,11.5,10.03
N 5061,-5,1775,-2.05,22.6,-23.1,16.9,-1,10.67
1316-08,10,1183,3.34,10.2,-13.8,18.8,1.4,9.4
N 5064,3,2752,-7.66,27.7,-37.7,10.7,-5.3,10.66
N 5068,6,510,-0.18,15.5,-5,4.4,0,9.76
U 8365,7,1294,14.75,15.2,5.4,22.3,6,9.25
N 5077,-5,2682,2.36,22.5,-26.3,30.9,1.7,10.4
1317-47,5,2622,-7.33,28.8,-36.1,10.6,-4.8,0
N 5089,5,2186,13.03,19.5,1,34.1,7.9,9.88
1317-35,8,1248,-4.22,21.7,-18.8,9.7,-1.6,0
1317-77,7,2416,-13.87,24.2,-31.2,-7.6,-7.9,0
N 5084,-2,1558,-0.12,71.7,-20,17.3,-0.1,10.36
N 5085,5,1780,-0.86,33.8,-22.7,18,-0.4,10.48
N 5087,-2,1666,0.26,21.1,-20.7,18.6,0.1,10.4
N 5088,5,1324,2.57,12.9,-15.8,18.6,1.1,10.09
U 8385,9,1079,8.75,14.4,-7.1,21,3.4,9.39
N 5101,0,1679,-1.44,45.6,-22.3,15.9,-0.7,10.57
N 5102,-2,251,-4.05,7.3,-3.2,1.6,-0.3,9.23
N 5107,6,1010,14.78,8.7,3.4,19,5.1,9.59
N 5112,6,1046,14.89,21,3.5,19.5,5.3,10.1
U 8409,8,2817,12.39,27.4,-4,41.5,9.2,9.81
N 5116,5,2854,13.12,22.6,-1.3,41.9,9.8,10.26
N 5117,5,2461,13.37,21.2,-0.3,37.2,8.8,9.96
1321-24,10,1880,-0.12,20.3,-23.8,18.6,-0.1,0
N 5121,-2,1324,-3.81,14.2,-19.9,9.4,-1.5,10.08
1322-19,6,1815,1.49,33.9,-21.9,20.1,0.8,0
N 5128,-2,323,-5.25,25,-4.6,1.7,-0.4,10.58
N 5134,1,1532,1.2,29,-19.7,17.2,0.5,10.23
N 5145,12,1313,16.1,15.2,5.8,22.1,6.6,9.78
1323-47,5,2402,-6.59,17.4,-33.6,9.1,-4,0
U 8441,10,1661,17.25,24.3,12.8,22.1,7.9,9.73
N 5147,8,1020,8.11,12,-9.6,19.1,3.1,9.97
1323-21,10,1273,1.17,13.3,-17.4,14.6,0.5,0
1324+38,10,1237,15.6,6.1,3.6,22.1,6.3,0
1324-29,10,1705,-1.12,15.3,-23.2,14.8,-0.5,0
U 8449,9,1324,16.3,8.4,5.6,22.2,6.7,0
1324-37,7,1235,-3.45,17.5,-18.8,8.7,-1.2,0
1324-41,10,311,-4.4,4.8,-4.2,1.7,-0.4,0
1325-27,10,1656,-0.07,16.6,-22.2,15.4,0,0
N 5156,1,2757,-6.37,31.1,-38,9.7,-4.4,10.62
N 5169,3,2585,16.96,19.4,11.7,35.4,11.4,9.77
N 5161,6,2196,-1.63,52.8,-29.1,16.4,-1,10.64
N 5173,-5,2507,17.01,12.2,11.4,34.5,11.1,9.95
N 5170,3,1347,3.16,42.7,-17.3,16.6,1.3,10.59
U 8489,8,1401,17.13,12.9,6.9,22.5,7.3,9.41
N 5204,9,346,17.82,6.2,2.3,3.9,1.5,8.91
N 5194,4,573,17.31,26.5,2.4,7,2.3,10.49
N 5195,13,658,17.33,16,2.9,8.4,2.8,9.92
N 5198,-5,2592,17.32,23.9,11.7,35.4,11.6,10.3
N 5205,12,1940,17.89,26.2,16.3,23.4,9.2,10.06
U 8507,13,1014,13.41,10,-3.7,21.8,5.3,9.35
N 5188,1,2169,-1.66,29.8,-29.1,15.3,-1,10.39
U 8508,10,202,17.89,1.3,1.1,2.3,0.8,7.28
1331-45,10,612,-4.4,30.6,-10.3,3.2,-0.8,0
1331+69,13,1529,18.03,4.2,15.3,17.2,7.5,0
1331+60,10,2226,18.34,9.8,17.3,27,10.6,0
N 5229,5,476,18.06,4.7,2,5.7,2,8.52
N 5238,8,368,18.35,2.7,1.9,4.3,1.5,8.26
U 8575,10,1122,12.15,12,-7.7,21.1,4.8,9.11
U 8578,13,878,16.26,4.7,0,17,4.9,8.61
U 8588,9,1551,18.22,11.6,7.5,23.9,8.2,9.31
N 5236,5,337,1.01,16.1,-4,2.5,0.1,10.32
U 8597,7,2540,18.33,20.2,11.1,34.7,12.1,9.73
1334-11,7,2349,6.69,20.3,-23.7,27.4,4.2,0
1334-27,10,409,1.65,2.3,-4.7,3.1,0.2,0
U 8611,7,2741,18.35,20.3,10.9,37.3,12.9,9.66
U 8614,10,1004,12.21,20.8,-7.8,19.6,4.5,9.68
N 5248,4,1112,12.56,37.8,-7.8,20.7,5,10.62
N 5247,5,1216,5.06,31.8,-16.1,15.2,2,10.57
1335-09,9,1184,7.55,15.9,-14.2,17.5,3,9.84
N 5254,5,2194,7.38,26.3,-22.4,26,4.4,0
U 8639,10,1834,19.01,13.7,10.9,25.5,9.6,9.37
N 5253,-3,233,1.02,3.4,-2.8,1.6,0.1,8.86
1337-48,6,2628,-4.33,38.6,-36.5,9.3,-2.9,0
U 8651,10,287,18.58,2.5,0.4,2.1,0.7,7.74
U 8658,4,2172,19.3,23.4,13.9,28.2,11,9.97
N 5264,10,300,1.94,3.4,-3.5,2.2,0.1,8.46
1339+30,13,1113,17.82,3.3,0.4,21.3,6.8,0
N 5283,-2,2875,18.85,14.5,25.3,29.8,13.4,9.78
N 5266,-2,2865,-3.9,35.7,-39.4,10.1,-2.8,10.71
N 5273,-2,1090,18.5,18,2.3,20.1,6.8,9.88
U 8683,10,748,18.98,6.9,1.3,6.9,2.4,8.49
1342-41,10,338,-1.45,4.5,-5,1.8,-0.1,0
N 5290,4,2673,19.64,28.7,8.1,35.8,13.1,10.59
N 5296,-2,2384,19.96,11,9.1,33.8,12.7,9.47
N 5297,3,2507,19.97,41.9,9.3,34.5,13,10.75
N 5301,3,1673,20.08,23.5,7.8,24.8,9.5,10.32
U 8716,13,2222,19.93,10.8,17,26.5,11.4,0
N 5308,-2,2133,19.97,19.9,16.7,25.5,11.1,10.34
N 5300,5,1123,13.87,22.3,-9.9,20.1,5.5,10
1346-48,5,2715,-3.09,21.6,-37.8,9.1,-2.1,0
1346-35,10,141,1.32,2.6,-1.7,0.8,0,0
U 8733,5,2447,20.35,25.4,8.9,34.2,13.1,9.99
U 8742,10,2352,20.27,17.7,5.9,34.2,12.8,0
N 5322,-5,2061,20.29,56.3,15.9,25,10.9,10.86
N 5313,3,2696,20.37,16.6,6.9,35.9,13.6,10.39
N 5320,5,2709,20.57,33.1,7.9,35.8,13.8,10.39
1348-33,7,1206,2.53,34.1,-18.2,9.4,0.9,0
1348+62,10,2299,20.19,11,18.6,26.3,11.9,0
U 8760,10,273,20.46,1.7,0.5,3,1.1,7.74
N 5326,1,2653,20.56,21,6.6,35.8,13.7,10.31
1349+40,13,2462,20.71,12.1,6.8,34.6,13.3,9.35
N 5324,4,2954,11.96,32.1,-25.5,34.7,9.1,10.6
N 5334,5,1311,13.62,29.6,-12.6,20.5,5.8,10.06
1350+64,13,1828,20.24,5,16,21.3,9.8,9.02
U 8798,8,2388,21.12,16.6,9,33.5,13.4,0
1350-82,6,2221,-13.7,20.3,-27.7,-9.9,-7.2,0
N 5347,2,2364,20.56,18.2,2.4,34.3,12.9,9.98
N 5350,4,2410,21.1,34.2,6.9,34.2,13.4,10.5
N 5333,-2,2538,-2.23,20.3,-35.6,8.5,-1.4,0
N 5353,-2,2116,21.11,30.9,6.5,32.5,12.9,10.53
N 5348,3,1411,15.64,18.4,-10.8,22.8,7.1,9.75
U 8833,10,303,21.09,1.3,0.4,3.3,1.3,0
N 5362,3,2361,21.42,22.1,7.3,33.7,13.6,10.27
U 8837,10,283,21.38,4,1.6,3.3,1.4,8.12
U 8839,10,971,18.74,19.4,-4.6,20.7,7.2,9.56
N 5360,13,1131,15.91,12.7,-9.5,19.8,6.3,9.27
N 5371,4,2654,21.54,44.2,7.1,35.4,14.3,10.82
N 5363,13,1081,16.1,28.1,-9.2,19.4,6.2,10.42
N 5376,3,2224,21.09,15.7,16.5,26.7,12.1,10.16
N 5364,4,1348,16.07,36.5,-10.6,22.1,7.1,10.66
N 5377,1,1951,21.78,33.5,9.2,27.3,11.5,10.47
N 5452,7,2272,18.36,21.2,24.5,19.5,10.4,9.95
N 5375,2,2444,20.85,34.2,-0.4,35.3,13.5,10.47
N 5365,-2,2232,0.02,39.5,-31.5,9.9,0,10.35
N 5383,3,2355,21.85,34.2,7.7,33.6,13.8,10.58
1355-29,3,2496,5.48,49,-31.8,19.1,3.6,10.78
U 8892,10,1901,21.61,19.9,13.5,24.1,11,9.5
U 8894,9,1943,21,17.4,16.4,22.5,10.7,0
1357-48,5,2661,-1.26,22.3,-37.1,8.7,-0.8,0
1357-45,5,1300,-0.06,14.1,-20.2,5.7,0,9.84
1358-30,7,2428,5.75,27.6,-31.4,18,3.6,0
N 5398,8,1053,4.77,17.1,-16.2,8.4,1.5,9.8
N 5422,0,1986,22.16,19.9,13.1,25.5,11.7,9.97
1359+37,13,2789,22.47,7.3,5,38.2,15.9,9.47
N 5408,10,318,1.92,2.9,-4.6,1.6,0.2,0
N 5426,5,2296,14.65,22,-21,27.6,9.1,10.32
N 5427,5,2483,14.66,25.6,-22.3,29.4,9.6,10.57
N 5448,1,2101,22.83,33.3,10.7,28.1,12.7,10.47
N 5457,6,379,22.6,37.5,2.2,4.4,2.1,10.37
1402-24,6,2191,8.56,22.6,-27.3,18.9,5,0
U 8995,8,1210,19.08,13.8,-8.5,20.7,7.7,9.42
N 5473,-2,2156,22.77,22.2,13.8,27.1,12.8,10.31
N 5474,6,423,22.92,9.8,2.4,4.9,2.3,9.22
N 5477,9,443,22.92,3.4,2.6,5.2,2.5,8.1
N 5468,6,2763,15.6,27.9,-24,32,11.2,10.63
N 5464,10,2528,7.05,13.1,-32.4,18.4,4.6,10.22
N 5480,5,2045,23.32,14.9,11.2,27.1,12.6,10.16
N 5481,-2,2350,23.37,19.8,12.5,30.2,14.1,10.14
N 5485,-2,2137,23.11,25.9,13.8,26.8,12.9,10.26
N 5486,5,1559,23.13,11.2,10.8,20.9,10,9.53
1406-45,9,2427,1.1,17.5,-34.1,8.8,0.7,0
N 5483,5,1578,2.36,34.6,-23.6,7.2,1,10.3
U 9057,8,1510,17.32,18.6,-14.3,21,7.9,9.8
N 5489,1,2773,1.46,16.2,-38.4,9.9,1,0
N 5493,-2,2555,16.88,19.3,-22.4,29.8,11.3,10.46
1408-49,5,2697,0.11,27,-37.7,7.6,0.1,0
N 5496,7,1488,18.07,23.9,-13.7,21,8.2,10.24
1409-65,3,214,-6.39,13.2,-4.2,-0.2,-0.5,10.68
1409-87,3,2027,-14.8,20.1,-24.2,-11,-7,0
U 9083,8,2044,24.16,10.2,10.9,27,13,9.32
N 5506,9,1690,17.87,17.6,-15.7,22.3,8.8,0
N 5507,-5,2169,17.89,15,-18.8,26.7,10.5,0
1412-43,5,1691,2.86,24.3,-25,7.2,1.3,0
N 5523,6,1099,24.38,22,-1.8,19.5,8.9,9.94
U 9126,10,2294,23.28,18.9,-8.5,32,14.2,9.27
N 5529,5,2971,25.27,51.3,4.6,39.5,18.7,10.72
U 9128,10,196,24.33,1.2,-0.3,2,0.9,7.14
N 5530,4,1013,3.66,19.2,-16.2,4.8,1.1,10.21
1415-47,7,1087,1.81,8.3,-17.3,3.8,0.6,0
U 9164,13,2551,24.81,13.7,-5.7,35,16.4,9.38
U 9169,10,1273,22.79,21,-8.6,20.4,9.3,9.75
N 5556,7,1236,10.03,29.3,-18,10,3.6,10.12
N 5566,2,1489,21.59,36.2,-11.7,21.6,9.7,10.68
1418-46,4,1460,2.81,26.1,-22.3,5.4,1.1,0
N 5585,7,466,24.64,10.4,3.1,5.5,2.9,9.38
N 5574,-2,1685,21.55,10.1,-13,23.3,10.5,9.84
N 5576,-5,1497,21.58,23.9,-12,21.4,9.7,10.35
N 5577,4,1455,21.67,18.2,-11.7,21.1,9.6,9.94
1418-75,5,2324,-9.75,23.4,-30.8,-6.9,-5.4,0
N 5584,6,1597,20.88,25.6,-14,21.5,9.8,10.31
1420-49,10,1347,1.68,10.5,-20.8,3.8,0.6,0
U 9211,10,819,26.38,10.3,3.8,12.6,6.5,8.85
N 5608,10,780,26.73,9.6,2.5,11.1,5.7,9.12
N 5600,4,2425,24.85,16.4,-10.1,32.5,15.8,10.06
N 5595,5,2568,15.8,21.4,-28.1,24.1,10.5,10.6
N 5597,6,2573,15.83,22.5,-28.2,24.1,10.5,10.46
U 9240,10,281,26.83,2.2,0.9,3.1,1.7,8
U 9242,6,1551,27.2,26.9,4.2,23,12,9.67
1423-45,10,1758,3.88,11.7,-25.9,6.2,1.8,0
U 9249,7,1361,24.36,11.6,-9.2,20.6,10.2,9.34
1424-46,10,204,3.86,0,-3,0.7,0.2,0
N 5631,-2,2144,25.58,21,14.4,25.7,14.1,10.22
N 5630,9,2777,27.56,22.9,7.8,35.8,19.1,10.26
N 5633,3,2458,27.18,22.7,10.1,31.4,17,10.33
U 9275,8,1311,25.76,17.7,-6.9,20.7,10.5,9.68
1427-34,7,2858,9.72,31.4,-37.3,16.3,7,10.25
N 5638,-5,1676,23.66,20.7,-13,22.6,11.4,10.24
U 9310,8,1829,23.72,15,-13.8,24,12.2,9.43
U 9324,9,2877,27.76,28.4,10.3,36,19.7,9.8
N 5660,5,2483,27.16,32.6,12.2,30.7,17,10.43
N 5645,7,1371,24.92,19.6,-9.7,20.3,10.4,9.96
N 5612,-2,2538,-10.58,16.2,-32.7,-9.3,-6.4,10.27
1428-55,9,2903,0.08,23.7,-40.5,3.3,0.1,0
1428-43,5,1770,5.77,11.8,-25.8,7.1,2.7,10.33
N 5643,5,1019,5.55,28.6,-16.3,4.2,1.6,10.58
N 5665,9,2264,25.54,21.7,-13.4,29,15.3,10.41
1430+08,-5,2186,25.54,0,-13.1,28.2,14.9,0
N 5669,6,1376,26.02,29.1,-8.7,20.6,10.9,10.14
N 5678,3,2391,26.05,30.1,16.4,27.4,15.6,10.58
N 5668,7,1563,24.87,25.1,-11.8,21.4,11.3,10.23
N 5676,4,2273,27.66,34.3,11.3,28.4,16,10.77
U 9380,10,1692,25.11,15.8,-12.6,22.5,12.1,9.46
N 5670,-2,2737,5.19,20.5,-37.9,8.6,3.5,0
U 9385,10,1633,25.53,13.8,-11.8,22.1,12,0
N 5682,3,2414,28.1,15.9,11.4,30,17.1,9.84
U 9391,8,2097,26.05,15.8,15.4,24.1,14,9.33
N 5687,-2,2283,27.14,24.1,14,27.2,15.7,10.22
N 5689,0,2353,28.21,31.2,11.2,29.3,16.8,10.21
U 9405,10,393,26.62,3.7,2.6,4.4,2.6,0
N 5690,5,1729,25.31,23.5,-13.6,22.2,12.3,10.37
N 5691,1,1850,24.57,16.8,-15.5,22.7,12.6,10.19
N 5692,13,1800,25.77,8.7,-13.5,23.1,12.9,9.86
U 9426,10,2463,28.56,19.4,11.5,30.3,17.6,0
N 5688,5,2628,6.22,44,-36.5,8.5,4.1,0
1436-08,10,1761,22.12,17.7,-18.1,19.5,10.8,0
N 5714,5,2382,28.96,21.1,10,29.9,17.5,9.94
U 9432,10,1556,25.84,13.3,-12.3,20.6,11.6,9.32
N 5701,0,1498,26.5,32,-11,20.5,11.6,10.33
1437+37,13,661,30.01,0,1.1,8.3,4.8,0
N 5705,7,1737,24.92,21.9,-14.9,21.4,12.1,9.79
N 5713,4,1871,25.15,26.6,-15.6,22.7,12.9,10.43
N 5727,8,1594,30.37,15.7,1.7,23.1,13.6,9.57
N 5728,1,2879,19.58,25.9,-31.2,24.6,14.1,10.86
U 9477,10,2510,26.89,14,17.8,27.8,16.7,0
1439-77,5,2513,-9.83,19,-32.5,-9.1,-5.9,0
U 9483,12,1627,27.27,16.1,-11.9,21.4,12.6,9.87
1441-49,9,2100,4.76,21.5,-30.2,4.8,2.5,0
N 5740,3,1558,26.76,21.7,-12.8,20,12,10.13
N 5746,3,1785,26.98,49.8,-14,22.1,13.3,10.88
U 9500,9,1698,28.6,24,-10.9,22.4,13.6,0
1442-20,10,2259,18.81,15,-26.7,18.4,11.1,0
N 5750,0,2000,26.63,24.1,-16.3,23.4,14.3,10.24
1444-17,5,2122,20.58,22.9,-24.3,18.7,11.5,0
N 5756,5,2106,21.69,15.2,-23.2,19.5,12,10.5
N 5757,3,2678,19.98,25.4,-30.1,21.8,13.5,10.46
1446-09,10,1790,23.97,26.9,-18.8,18.5,11.7,10
U 9560,13,1317,32.45,5.4,2,19.4,12.4,9.02
U 9562,13,1366,32.52,9,2.1,19.9,12.8,9.22
1450-03,8,1924,27.06,24.2,-17.2,21.3,14,0
N 5774,7,1587,29.51,25,-12.1,19.9,13.2,10
N 5775,5,1580,29.58,23.4,-12.1,19.8,13.2,10.47
N 5783,5,2497,30.37,27.1,13.7,29,18.8,10.13
1452+42,13,2669,32.52,0,7.9,32.4,21.3,9.67
1454-82,6,2294,-11.77,17.3,-28.6,-10.6,-6.4,0
1455-47,10,878,7.61,27,-14.4,2.3,1.9,0
N 5792,3,1914,29.23,50.9,-16,21.4,15,10.52
N 5796,-5,2871,23.52,25.7,-30.7,23.1,16.7,10.56
U 9638,10,2461,29.09,20.1,17.3,26.6,17.6,9.59
N 5806,3,1298,30.54,21.6,-13.3,19.8,14.1,10.34
N 5832,3,660,24.27,11.1,7.6,7.2,4.7,9.47
1457-13,10,2726,25.07,25.8,-27.9,23.4,17,0
1457-48,10,412,7.65,8.3,-7.5,1.1,1,0
N 5812,-5,2027,27.61,23.1,-19.5,20.2,14.7,10.42
N 5813,-5,1879,30.78,30,-13.8,20.4,14.7,10.5
U 9663,10,2594,31.38,17.8,14.4,29.3,19.9,9.68
N 5831,-5,1682,31.32,18.3,-13.8,19.9,14.8,10.17
N 5838,-2,1430,31.9,27.5,-13.2,19.7,14.8,10.43
N 5845,-5,1786,31.9,5.8,-13.7,20,15.1,9.91
1503+01,-5,2193,31.98,5,-14,20.3,15.4,9.48
N 5846,-5,1785,31.99,40.8,-13.7,20,15.1,10.66
N 5850,3,2532,32.13,38.3,-14.4,20.7,15.9,10.47
N 5866,-2,875,31.16,27.7,6.5,11.3,7.9,10.22
N 5854,-2,1632,32.6,15.8,-13.2,19.8,15.3,10.08
1505-75,2,2632,-7.48,24.1,-34.4,-9,-4.7,0
1505-52,7,1230,6.29,16.2,-18.9,1.4,2.1,0
N 5861,5,1821,27.95,25.3,-19.2,16.8,13.5,10.51
N 5833,5,2782,-5.66,36.6,-36.9,-8,-3.7,0
N 5864,-2,1633,33.15,18.3,-13,19.8,15.5,9.98
U 9749,-5,17,27.06,1.4,0.1,0.1,0,5.23
N 5879,4,962,31.15,18.2,7.5,12.2,8.7,9.98
U 9760,7,2023,33.34,16.6,-13.9,19.8,15.9,9.58
U 9762,9,2396,36.96,12.7,1.4,29,21.8,0
U 9764,8,2448,28.2,24,20.3,24.2,16.9,9.66
1510-87,10,2046,-14.05,14.6,-24.5,-11.1,-6.7,0
1510-17,8,2210,25.77,22.4,-25,16.8,14.5,0
N 5894,9,2679,30.37,25,19.1,27.6,19.7,10.41
1510-20,9,2199,24.61,27.1,-25.7,15.7,13.8,0
U 9769,8,1029,31.88,14.5,7.6,13,9.3,9.01
1510-46,5,356,10.31,20,-7,1,1.3,0
N 5878,3,2057,27.67,27.7,-22.2,17.1,14.7,10.58
1511-15,7,2229,27.13,34.4,-24.1,17.8,15.4,10.57
U 9776,10,1018,31.58,5.1,7.8,12.6,9.1,0
1512-72,10,2997,-5.22,14.3,-39.5,-8.7,-3.7,0
N 5885,5,1968,29.79,40.3,-19.9,17.8,15.3,10.49
N 5899,5,2701,36.23,27.9,8.1,31.1,23.5,10.51
N 5907,5,854,32.19,34.4,6.5,10.8,7.9,10.41
N 5898,-5,2173,23.82,26.7,-26.4,13.8,13.2,10.39
1515-23,-5,2294,23.89,12,-27.7,14.4,13.8,9.66
N 5903,-5,2438,23.91,31.4,-29.1,15.2,14.5,10.54
1516-41,3,1191,14.37,13.9,-18.1,4,4.7,0
1517-36,4,2940,17.13,33,-38.4,10.9,12.3,10.47
N 5915,2,2229,29.89,14.8,-23.1,17.9,16.8,10.53
N 5921,4,1508,36.7,36.1,-10.7,17.1,15,10.46
1522-73,6,2759,-5.46,27.4,-36.3,-8.9,-3.6,0
U 9837,5,2857,32.5,24.1,19.2,28.9,22.1,9.98
1523-22,4,2251,26.32,28.5,-26.6,14.2,14.9,0
N 5929,-5,2606,38.33,12.4,7.7,29.2,23.9,0
N 5930,3,2873,38.33,20.8,8.3,31.8,26,10.36
U 9857,10,2491,38.38,17.3,7.4,28.1,23,0
U 9858,4,2774,38.69,35.6,7.3,30.8,25.4,10.41
1525-42,10,1195,14.84,14.5,-18.2,3.2,4.9,0
N 5949,5,645,29.91,6.5,6.3,7.3,5.6,9.33
U 9893,13,840,38.14,4.8,4.2,11,9.2,8.62
N 5951,5,1860,41.58,20.7,-7.6,20.7,19.6,10.05
N 5953,-5,2147,41.8,16.4,-8.4,23.1,22,10.03
N 5954,5,2066,41.82,10.3,-8.1,22.5,21.4,9.92
N 5963,12,854,34.32,15.1,6.6,10.3,8.3,9.69
U 9912,8,1117,42.1,9.8,-4.5,13.9,13.2,9.18
N 5961,13,1800,42.1,7.5,0.4,21.2,19.1,9.58
N 5962,5,2048,42.44,24.1,-7.3,22.3,21.5,10.46
1534+30,13,1788,42.36,0,0.4,21,19.2,9.22
U 9936,9,2800,39.5,19,10,29.8,25.9,9.45
N 5964,7,1492,40.68,28.8,-10,15.9,16.1,9.98
1535+55,13,860,35.34,2.2,6.4,10.4,8.7,8.62
U 9941,10,1929,42.39,14.2,-8.8,20.6,20.4,9.4
N 5970,5,2038,42.28,24,-9.5,21.3,21.2,10.41
N 5981,5,1921,33.53,16.2,14.3,19.7,16.1,9.84
N 5974,13,1875,42.79,6.9,1,21.6,20,9.49
N 5985,3,2718,33.75,53.8,19.2,26.4,21.8,10.76
U 9977,5,1944,40.13,23.8,-14.6,17.9,19.4,9.95
U 9979,10,2006,40.11,12.7,-15.1,18.3,19.9,9.62
N 5984,7,1199,43.68,12.7,-5.5,13.9,14.3,9.82
U 9992,10,646,29.79,5.9,6.7,7,5.5,8.53
N 5967,6,2695,-5.66,25.6,-35,-10.1,-3.6,10.52
U10014,10,1203,44.09,8.5,-6.1,13.6,14.4,8.78
U10020,7,2195,44.93,22.4,-5.3,23,23.6,9.88
1544+46,13,2970,40.5,0,11.9,30.2,27.8,9.57
U10031,9,1099,33.27,9,9.5,11.9,10,0
U10041,8,2224,43.18,26.5,-13.8,20.3,23,9.84
